Date,Open,Open2,Close,Close2,Moving Average,Stochastic,Momentum,Subtracao,Commodity Channel Index
1991-06-26,0.3817,"381,696",0.3839,"383,929",0.3750,1,0.0033,0.0089,20580.1070
1991-06-27,0.3795,"379,464",0.3795,"379,464",0.3763,1,0.0078,0.0032,25812.4397
1991-06-28,0.3772,"377,232",0.3705,"370,536",0.3768,0.5999462414,0.0067,0.0062,33082.3415
1991-07-01,0.3772,"377,232",0.3795,"379,464",0.3764,0,-0.0045,0.0030,37993.7794
1991-07-02,0.3772,"377,232",0.3772,"377,232",0.3771,0.6666168894,0.0045,0.0002,37626.2598
1991-07-03,0.3772,"377,232",0.3850,"385,045",0.3774,0.4999626671,0.0045,0.0077,38311.2854
1991-07-05,0.3839,"383,929",0.4074,"407,366",0.3791,1,0.0067,0.0282,31114.5787
1991-07-08,0.4040,"404,018",0.4174,"417,411",0.3833,1,0.0234,0.0341,18697.9061
1991-07-09,0.4219,"421,875",0.4185,"418,527",0.3881,1,0.0379,0.0305,13156.8485
1991-07-10,0.4241,"424,107",0.4219,"421,875",0.3937,1,0.0480,0.0282,10033.6771
1991-07-11,0.4196,"419,643",0.4174,"417,411",0.4010,1,0.0424,0.0164,8515.1074
1991-07-12,0.4219,"421,875",0.4174,"417,411",0.4064,0.90000672,0.0402,0.0110,7834.4322
1991-07-15,0.4174,"417,411",0.4063,"406,250",0.4121,0.878794461,0.0324,0.0059,7393.2141
1991-07-16,0.4063,"406,250",0.3906,"390,625",0.4152,0,-0.0011,0.0246,7532.1932
1991-07-17,0.3884,"388,393",0.3795,"379,464",0.4128,0,-0.0268,0.0333,7671.0594
1991-07-18,0.3929,"392,857",0.4007,"400,670",0.4074,0,-0.0391,0.0067,7610.5754
1991-07-19,0.4040,"404,018",0.4107,"410,714",0.4048,0.5000117894,-0.0212,0.0059,8987.5567
1991-07-22,0.4085,"408,482",0.4107,"410,714",0.4032,0.8235170106,-0.0067,0.0075,10877.3683
1991-07-23,0.4129,"412,946",0.4018,"401,786",0.4023,0.8235170106,-0.0067,0.0005,11872.9492
1991-07-24,0.4040,"404,018",0.4018,"401,786",0.4000,0.714304,-0.0045,0.0018,13280.2354
1991-07-25,0.4040,"404,018",0.4040,"404,018",0.3994,0.714304,0.0112,0.0046,13944.4071
1991-07-26,0.4085,"408,482",0.4007,"400,670",0.4013,0.785728,0.0246,0.0006,18644.5785
1991-07-29,0.4040,"404,018",0.4063,"406,250",0.4043,0,0.0000,0.0019,41046.8758
1991-07-30,0.4063,"406,250",0.4152,"415,179",0.4051,0.5555555556,-0.0045,0.0100,49756.1040
1991-07-31,0.4152,"415,179",0.4129,"412,946",0.4058,1,0.0045,0.0072,42166.1616
1991-08-01,0.4107,"410,714",0.4386,"438,616",0.4061,0.8460955269,0.0112,0.0325,42705.1078
1991-08-02,0.4442,"444,196",0.4464,"446,429",0.4114,1,0.0368,0.0351,19630.5967
1991-08-05,0.4442,"444,196",0.4330,"433,036",0.4177,1,0.0424,0.0153,12714.1053
1991-08-06,0.4353,"435,268",0.4420,"441,964",0.4219,0.7073144081,0.0324,0.0201,11504.3997
1991-08-07,0.4420,"441,964",0.4498,"449,777",0.4278,0.8888722965,0.0357,0.0220,9807.3545
1991-08-08,0.4531,"453,125",0.4509,"450,893",0.4340,1,0.0346,0.0169,8544.4109
1991-08-09,0.4509,"450,893",0.4531,"453,125",0.4391,1,0.0379,0.0140,8247.3034
1991-08-12,0.4531,"453,125",0.4621,"462,054",0.4448,1,0.0145,0.0172,7987.7308
1991-08-13,0.4643,"464,286",0.4777,"477,679",0.4482,1,0.0156,0.0295,8923.7767
1991-08-14,0.4888,"488,839",0.4900,"489,955",0.4526,1,0.0446,0.0373,9385.0928
1991-08-15,0.4911,"491,071",0.4754,"475,446",0.4608,1,0.0480,0.0147,8215.2400
1991-08-16,0.4710,"470,982",0.4754,"475,446",0.4656,0.6388819752,0.0257,0.0099,8597.2828
1991-08-19,0.4420,"441,964",0.4509,"450,893",0.4692,0.6285648456,0.0246,0.0183,9417.6621
1991-08-20,0.4598,"459,821",0.4554,"455,357",0.4692,0,-0.0022,0.0139,9321.7958
1991-08-21,0.4688,"468,750",0.4799,"479,911",0.4695,0.1142798628,-0.0067,0.0104,9338.6843
1991-08-22,0.4821,"482,143",0.4844,"484,375",0.4721,0.7428703087,0.0022,0.0123,9870.0722
1991-08-23,0.4821,"482,143",0.4732,"473,214",0.4731,0.8571501715,-0.0056,0.0002,11349.2923
1991-08-26,0.4732,"473,214",0.4732,"473,214",0.4707,0.6666567111,-0.0022,0.0026,16564.4922
1991-08-27,0.4732,"473,214",0.4821,"482,143",0.4703,0.6666567111,-0.0022,0.0118,19527.3155
1991-08-28,0.4821,"482,143",0.4754,"475,446",0.4713,0.9333373156,0.0313,0.0041,19027.0500
1991-08-29,0.4754,"475,446",0.4732,"473,214",0.4748,0.6922944379,0.0201,0.0016,24099.3990
1991-08-30,0.4732,"473,214",0.4732,"473,214",0.4774,0,-0.0067,0.0041,31164.2227
1991-09-03,0.4710,"470,982",0.4688,"468,750",0.4764,0,-0.0112,0.0077,36375.6973
1991-09-04,0.4710,"470,982",0.4598,"459,821",0.4742,0,-0.0045,0.0143,41429.2732
1991-09-05,0.4598,"459,821",0.4554,"455,357",0.4723,0,-0.0134,0.0169,28598.5818
1991-09-06,0.4554,"455,357",0.4598,"459,821",0.4697,0,-0.0268,0.0099,21707.3151
1991-09-09,0.4621,"462,054",0.4754,"475,446",0.4665,0.2222111603,-0.0156,0.0089,22262.9911
1991-09-10,0.4710,"470,982",0.4475,"447,545",0.4665,1,0.0022,0.0190,20584.7929
1991-09-11,0.4531,"453,125",0.4509,"450,893",0.4629,0,-0.0257,0.0120,16032.4315
1991-09-12,0.4576,"457,589",0.4520,"452,009",0.4597,0.1199956991,-0.0179,0.0077,14518.8579
1991-09-13,0.4464,"446,429",0.4342,"434,152",0.4573,0.1599942654,-0.0078,0.0231,14443.3179
1991-09-16,0.4397,"439,732",0.4219,"421,875",0.4536,0,-0.0212,0.0317,13037.8458
1991-09-17,0.4196,"419,643",0.4375,"437,500",0.4488,0,-0.0379,0.0113,11196.1690
1991-09-18,0.4353,"435,268",0.4475,"447,545",0.4456,0.291669,-0.0379,0.0019,10976.3229
1991-09-19,0.4487,"448,661",0.4442,"444,196",0.4416,0.8518616845,0.0000,0.0026,11593.5637
1991-09-20,0.4442,"444,196",0.4520,"452,009",0.4412,0.7407247627,-0.0067,0.0108,13688.5234
1991-09-23,0.4464,"446,429",0.4420,"441,964",0.4413,1,0.0000,0.0006,13864.8915
1991-09-24,0.4420,"441,964",0.4487,"448,661",0.4399,0.666655605,0.0078,0.0088,15000.5651
1991-09-25,0.4487,"448,661",0.4509,"450,893",0.4420,0.8888962634,0.0268,0.0089,18262.6790
1991-09-26,0.4487,"448,661",0.4464,"446,429",0.4461,0.9230822248,0.0134,0.0003,27781.6624
1991-09-27,0.4464,"446,429",0.4375,"437,500",0.4474,0.4444997511,-0.0011,0.0099,36886.1146
1991-09-30,0.4397,"439,732",0.4420,"441,964",0.4460,0,-0.0067,0.0040,29777.9271
1991-10-01,0.4397,"439,732",0.4531,"453,125",0.4456,0.3076711007,-0.0100,0.0075,28771.4393
1991-10-02,0.4621,"462,054",0.4442,"444,196",0.4458,1,0.0112,0.0016,31189.7651
1991-10-03,0.4464,"446,429",0.4263,"426,339",0.4461,0.428544,-0.0045,0.0198,30482.8107
1991-10-04,0.4286,"428,571",0.4308,"430,804",0.4429,0,-0.0246,0.0121,23859.3512
1991-10-07,0.4286,"428,571",0.4297,"429,688",0.4401,0.1666915553,-0.0156,0.0104,22334.8377
1991-10-08,0.4297,"429,688",0.4308,"430,804",0.4377,0.1250279997,-0.0078,0.0069,18792.1433
1991-10-09,0.4308,"430,804",0.4286,"428,571",0.4367,0.1666915553,-0.0112,0.0081,19664.7468
1991-10-10,0.4353,"435,268",0.4263,"426,339",0.4348,0.08332711118,-0.0246,0.0085,18354.8768
1991-10-11,0.4297,"429,688",0.4330,"433,036",0.4310,0,-0.0179,0.0021,17934.5641
1991-10-14,0.4375,"437,500",0.4453,"445,313",0.4294,1,0.0067,0.0159,17742.1348
1991-10-15,0.4509,"450,893",0.4688,"468,750",0.4321,1,0.0145,0.0367,18922.6871
1991-10-16,0.4688,"468,750",0.4777,"477,679",0.4375,1,0.0391,0.0402,13843.5554
1991-10-17,0.4732,"473,214",0.4676,"467,634",0.4444,1,0.0469,0.0233,10516.8827
1991-10-18,0.4922,"492,188",0.4911,"491,071",0.4496,0.8043435917,0.0391,0.0415,9344.2749
1991-10-21,0.4933,"493,304",0.4888,"488,839",0.4585,1,0.0647,0.0303,7640.2049
1991-10-22,0.4955,"495,536",0.4866,"486,607",0.4675,0.9615404497,0.0558,0.0191,6893.0378
1991-10-23,0.4911,"491,071",0.4743,"474,330",0.4751,0.9024432886,0.0413,0.0008,6428.3725
1991-10-24,0.4732,"473,214",0.4654,"465,402",0.4793,0.285702095,0.0056,0.0139,6996.5329
1991-10-25,0.4621,"462,054",0.4576,"457,589",0.4788,0,-0.0123,0.0212,7932.4900
1991-10-28,0.4598,"459,821",0.4598,"459,821",0.4759,0,-0.0100,0.0161,8882.0897
1991-10-29,0.4598,"459,821",0.4621,"462,054",0.4748,0.06666268443,-0.0313,0.0128,9306.2824
1991-10-30,0.4643,"464,286",0.4442,"444,196",0.4707,0.14288,-0.0268,0.0265,11544.2054
1991-10-31,0.4531,"453,125",0.4598,"459,821",0.4643,0,-0.0424,0.0045,11782.6619
1991-11-01,0.4576,"457,589",0.4554,"455,357",0.4605,0.5185172894,-0.0145,0.0051,13477.2647
1991-11-04,0.4531,"453,125",0.4442,"444,196",0.4577,0.5263133076,-0.0100,0.0136,12821.0444
1991-11-05,0.4442,"444,196",0.4353,"435,268",0.4547,0,-0.0134,0.0195,12776.8733
1991-11-06,0.4375,"437,500",0.4286,"428,571",0.4515,0,-0.0246,0.0230,12914.6500
1991-11-07,0.4330,"433,036",0.4442,"444,196",0.4471,0,-0.0335,0.0029,11950.0700
1991-11-08,0.4576,"457,589",0.4754,"475,446",0.4445,0.5,0.0000,0.0309,13119.8625
1991-11-11,0.4777,"477,679",0.4799,"479,911",0.4490,1,0.0156,0.0309,12656.1074
1991-11-12,0.4844,"484,375",0.4866,"486,607",0.4518,1,0.0246,0.0348,10057.2187
1991-11-13,0.4821,"482,143",0.4833,"483,259",0.4563,1,0.0424,0.0269,8219.0252
1991-11-14,0.4844,"484,375",0.4888,"488,839",0.4619,0.9423116686,0.0480,0.0269,7659.6355
1991-11-15,0.4866,"486,607",0.4464,"446,429",0.4695,1,0.0603,0.0231,7455.6448
1991-11-18,0.4464,"446,429",0.4654,"465,402",0.4721,0.05001903994,0.0022,0.0067,7489.4181
1991-11-19,0.4621,"462,054",0.4576,"457,589",0.4751,0.4473709031,-0.0100,0.0175,7377.5528
1991-11-20,0.4576,"457,589",0.4509,"450,893",0.4726,0.2631454846,-0.0223,0.0217,7926.6400
1991-11-21,0.4509,"450,893",0.4554,"455,357",0.4684,0.1052581938,-0.0357,0.0131,8317.9247
1991-11-22,0.4554,"455,357",0.4576,"457,589",0.4640,0.2105163876,-0.0279,0.0064,9552.1986
1991-11-25,0.4554,"455,357",0.4576,"457,589",0.4603,0.2631454846,-0.0313,0.0027,11165.2301
1991-11-26,0.4598,"459,821",0.4598,"459,821",0.4558,0.5882042903,0.0112,0.0040,13995.1008
1991-11-27,0.4576,"457,589",0.4554,"455,357",0.4577,0.6153422014,-0.0056,0.0024,17784.8894
1991-11-29,0.4509,"450,893",0.4531,"453,125",0.4563,0.5,-0.0022,0.0032,18855.3762
1991-12-02,0.4531,"453,125",0.4621,"462,054",0.4557,0.25,0.0022,0.0064,23887.7481
1991-12-03,0.4643,"464,286",0.4509,"450,893",0.4573,1,0.0067,0.0064,33599.3702
1991-12-04,0.4531,"453,125",0.4509,"450,893",0.4566,0,-0.0067,0.0057,40706.2346
1991-12-05,0.4509,"450,893",0.4464,"446,429",0.4557,0,-0.0067,0.0092,41463.5543
1991-12-06,0.4420,"441,964",0.4353,"435,268",0.4541,0,-0.0134,0.0188,34079.5148
1991-12-09,0.4375,"437,500",0.4386,"438,616",0.4506,0,-0.0201,0.0120,24198.4628
1991-12-10,0.4375,"437,500",0.4386,"438,616",0.4482,0.1249906668,-0.0145,0.0096,20338.1168
1991-12-11,0.4397,"439,732",0.4375,"437,500",0.4461,0.1249906668,-0.0234,0.0086,18347.5284
1991-12-12,0.4408,"440,848",0.4408,"440,848",0.4426,0.142848,-0.0134,0.0018,17625.4904
1991-12-13,0.4442,"444,196",0.4498,"449,777",0.4412,0.35712,-0.0100,0.0086,18804.7923
1991-12-16,0.4498,"449,777",0.4509,"450,893",0.4410,1,0.0033,0.0099,18011.0044
1991-12-17,0.4509,"450,893",0.4509,"450,893",0.4416,1,0.0156,0.0092,17870.6734
1991-12-18,0.4487,"448,661",0.4621,"462,054",0.4439,1,0.0123,0.0182,20842.3180
1991-12-19,0.4576,"457,589",0.4531,"453,125",0.4472,1,0.0234,0.0059,19016.5199
1991-12-20,0.4576,"457,589",0.4487,"448,661",0.4493,0.6363525291,0.0156,0.0006,20231.4210
1991-12-23,0.4509,"450,893",0.4598,"459,821",0.4509,0.3684334622,0.0078,0.0089,23289.0684
1991-12-24,0.4643,"464,286",0.4665,"466,518",0.4536,0.8332711118,0.0100,0.0129,20690.9383
1991-12-26,0.4710,"470,982",0.4900,"489,955",0.4560,1,0.0156,0.0340,19436.9579
1991-12-27,0.4888,"488,839",0.4911,"491,071",0.4616,1,0.0391,0.0295,14397.9890
1991-12-30,0.4911,"491,071",0.5067,"506,696",0.4673,1,0.0290,0.0394,11894.0552
1991-12-31,0.5123,"512,277",0.5033,"503,348",0.4737,1,0.0536,0.0297,10108.0569
1992-01-02,0.4978,"497,768",0.5313,"531,250",0.4809,0.9423106746,0.0547,0.0504,8688.1777
1992-01-03,0.5357,"535,714",0.5268,"526,786",0.4927,1,0.0714,0.0341,6738.3695
1992-01-06,0.5246,"524,554",0.5179,"517,857",0.5022,0.9310387444,0.0603,0.0156,6116.5183
1992-01-07,0.5134,"513,393",0.5279,"527,902",0.5096,0.6756750212,0.0279,0.0183,6133.5298
1992-01-08,0.5223,"522,321",0.5402,"540,179",0.5150,0.9166728888,0.0368,0.0252,6645.1048
1992-01-09,0.5402,"540,179",0.5558,"555,804",0.5220,1,0.0335,0.0338,6871.9241
1992-01-10,0.5491,"549,107",0.5558,"555,804",0.5290,1,0.0525,0.0268,7151.8949
1992-01-13,0.5558,"555,804",0.5536,"553,571",0.5365,1,0.0246,0.0171,7355.1096
1992-01-14,0.5558,"555,804",0.5759,"575,893",0.5397,0.9411547685,0.0268,0.0362,8841.3437
1992-01-15,0.5759,"575,893",0.5670,"566,964",0.5467,1,0.0580,0.0202,8848.9872
1992-01-16,0.5692,"569,196",0.5603,"560,268",0.5537,0.8139442812,0.0391,0.0065,8729.2419
1992-01-17,0.6049,"604,911",0.5781,"578,125",0.5584,0.5624965,0.0201,0.0198,9428.4578
1992-01-20,0.5759,"575,893",0.5714,"571,429",0.5638,1,0.0223,0.0077,9841.7844
1992-01-21,0.5737,"573,661",0.5458,"545,759",0.5660,0.7272949418,0.0156,0.0202,11805.2790
1992-01-22,0.5491,"549,107",0.5670,"566,964",0.5646,0,-0.0078,0.0024,12378.1137
1992-01-23,0.5737,"573,661",0.5759,"575,893",0.5665,0.6551628252,-0.0089,0.0094,14031.6591
1992-01-24,0.5759,"575,893",0.5770,"577,009",0.5665,0.9310387444,0.0089,0.0105,18388.9909
1992-01-27,0.5781,"578,125",0.5759,"575,893",0.5679,0.9655193722,0.0167,0.0080,20778.3086
1992-01-28,0.5781,"578,125",0.5826,"582,589",0.5702,0.9310387444,-0.0022,0.0124,20476.0364
1992-01-29,0.5781,"578,125",0.5647,"564,732",0.5708,1,0.0112,0.0061,22627.5705
1992-01-30,0.5670,"566,964",0.5692,"569,196",0.5698,0.5151506924,0.0190,0.0006,23111.4070
1992-01-31,0.5714,"571,429",0.5781,"578,125",0.5732,0.2499859999,0.0022,0.0049,32470.8809
1992-02-03,0.5781,"578,125",0.5871,"587,054",0.5748,0.7500140001,0.0022,0.0123,30962.8702
1992-02-04,0.5871,"587,054",0.5871,"587,054",0.5764,1,0.0100,0.0107,29423.9244
1992-02-05,0.5915,"591,518",0.5904,"590,402",0.5778,1,0.0112,0.0126,29411.4602
1992-02-06,0.5871,"587,054",0.5725,"572,545",0.5799,1,0.0078,0.0073,27228.2075
1992-02-07,0.5737,"573,661",0.5714,"571,429",0.5784,0.3043630697,0.0078,0.0070,29702.1076
1992-02-10,0.5714,"571,429",0.5636,"563,616",0.5794,0.1053003867,0.0022,0.0158,29238.5530
1992-02-11,0.5625,"562,500",0.5614,"561,384",0.5786,0,-0.0145,0.0172,22936.9612
1992-02-12,0.5692,"569,196",0.5826,"582,589",0.5762,0,-0.0257,0.0064,19459.7790
1992-02-13,0.5826,"582,589",0.5737,"573,661",0.5756,0.7307533255,-0.0045,0.0019,20927.5616
1992-02-14,0.5692,"569,196",0.5725,"572,545",0.5737,0.4230822248,-0.0167,0.0011,23538.5489
1992-02-18,0.5737,"573,661",0.5603,"560,268",0.5711,0.5263381278,0.0000,0.0108,28173.5685
1992-02-19,0.5603,"560,268",0.5536,"553,571",0.5694,0,-0.0112,0.0158,26452.1715
1992-02-20,0.5580,"558,036",0.5770,"577,009",0.5668,0,-0.0100,0.0102,22988.4021
1992-02-21,0.5781,"578,125",0.5804,"580,357",0.5687,0.8077055621,0.0156,0.0116,25094.4979
1992-02-24,0.5915,"591,518",0.5904,"590,402",0.5714,0.9230822248,-0.0022,0.0190,27645.3789
1992-02-25,0.5915,"591,518",0.6116,"611,607",0.5725,1,0.0167,0.0391,22748.3071
1992-02-26,0.6094,"609,375",0.6239,"623,884",0.5780,1,0.0391,0.0459,15037.0017
1992-02-27,0.6250,"625,000",0.6116,"611,607",0.5853,1,0.0636,0.0263,10751.8449
1992-02-28,0.6116,"611,607",0.6027,"602,679",0.5926,0.8253950194,0.0580,0.0100,9883.7361
1992-03-02,0.6049,"604,911",0.6004,"600,446",0.5996,0.5476266667,0.0257,0.0008,10354.7483
1992-03-03,0.6049,"604,911",0.5926,"592,634",0.6030,0.4615296253,0.0201,0.0104,11053.8766
1992-03-04,0.5915,"591,518",0.5804,"580,357",0.6048,0.06666268443,0.0022,0.0244,11179.3776
1992-03-05,0.5759,"575,893",0.5670,"566,964",0.6033,0,-0.0313,0.0364,10767.4916
1992-03-06,0.5670,"566,964",0.5714,"571,429",0.5969,0,-0.0569,0.0255,10840.9309
1992-03-09,0.5692,"569,196",0.5692,"569,196",0.5894,0.1000156799,-0.0402,0.0202,12338.0467
1992-03-10,0.5714,"571,429",0.5692,"569,196",0.5834,0.0624947501,-0.0335,0.0142,12790.4852
1992-03-11,0.5692,"569,196",0.5647,"564,732",0.5786,0.06666268443,-0.0313,0.0139,12286.8038
1992-03-12,0.5647,"564,732",0.5603,"560,268",0.5735,0,-0.0279,0.0132,11079.8210
1992-03-13,0.5647,"564,732",0.5636,"563,616",0.5689,0,-0.0201,0.0053,10777.0992
1992-03-16,0.5603,"560,268",0.5658,"565,848",0.5665,0.2999731207,-0.0033,0.0006,12327.6122
1992-03-17,0.5670,"566,964",0.5614,"561,384",0.5663,0.4999552011,-0.0056,0.0049,17059.3358
1992-03-18,0.5647,"564,732",0.5692,"569,196",0.5649,0.125,-0.0078,0.0043,21850.9845
1992-03-19,0.5692,"569,196",0.5625,"562,500",0.5649,1,0.0000,0.0024,28023.8833
1992-03-20,0.5625,"562,500",0.5647,"564,732",0.5639,0.25,-0.0022,0.0008,35370.6734
1992-03-23,0.5625,"562,500",0.5625,"562,500",0.5639,0.5,0.0045,0.0014,50019.5641
1992-03-24,0.5670,"566,964",0.5804,"580,357",0.5643,0.1428571429,-0.0011,0.0161,79915.6921
1992-03-25,0.5804,"580,357",0.5759,"575,893",0.5666,1,0.0145,0.0092,51830.2957
1992-03-26,0.5781,"578,125",0.5714,"571,429",0.5681,0.7647182839,0.0145,0.0033,40554.9940
1992-03-27,0.5703,"570,313",0.5446,"544,643",0.5695,0.5000280002,0.0022,0.0249,42379.4756
1992-03-30,0.5469,"546,875",0.5190,"518,973",0.5660,0,-0.0179,0.0470,27232.7507
1992-03-31,0.5201,"520,089",0.5201,"520,089",0.5598,0,-0.0458,0.0397,15241.4469
1992-04-01,0.5112,"511,161",0.5268,"526,786",0.5534,0.01818063339,-0.0424,0.0266,10932.2010
1992-04-02,0.5268,"526,786",0.5246,"524,554",0.5483,0.1272807246,-0.0536,0.0238,9196.8956
1992-04-03,0.5246,"524,554",0.5268,"526,786",0.5403,0.09804989459,-0.0513,0.0136,8665.9114
1992-04-06,0.5268,"526,786",0.5424,"542,411",0.5333,0.1489438768,-0.0446,0.0091,8347.5903
1992-04-07,0.5446,"544,643",0.5112,"511,161",0.5292,0.9130502532,-0.0022,0.0180,8025.2285
1992-04-08,0.5089,"508,929",0.4989,"498,884",0.5244,0,-0.0078,0.0255,8259.3855
1992-04-09,0.5000,"500,000",0.5112,"511,161",0.5215,0,-0.0212,0.0104,9345.7434
1992-04-10,0.5112,"511,161",0.4955,"495,536",0.5202,0.2820548166,-0.0156,0.0247,11477.9712
1992-04-13,0.4955,"495,536",0.5045,"504,464",0.5158,0,-0.0290,0.0113,11553.6304
1992-04-14,0.5156,"515,625",0.5246,"524,554",0.5129,0.190464,-0.0223,0.0116,12758.6029
1992-04-15,0.5179,"517,857",0.5402,"540,179",0.5126,0.6190506667,-0.0179,0.0276,12971.0956
1992-04-16,0.5379,"537,946",0.5268,"526,786",0.5123,1,0.0290,0.0145,11106.5958
1992-04-20,0.5268,"526,786",0.5067,"506,696",0.5145,0.69999776,0.0279,0.0078,11466.4017
1992-04-21,0.5089,"508,929",0.5022,"502,232",0.5156,0.2499832001,-0.0045,0.0134,13375.2777
1992-04-22,0.5022,"502,232",0.5145,"514,509",0.5143,0.14998992,0.0067,0.0002,12977.9243
1992-04-23,0.5134,"513,393",0.5089,"508,929",0.5171,0.3235301868,0.0100,0.0081,16753.1115
1992-04-24,0.5089,"508,929",0.5045,"504,464",0.5177,0.1764829894,-0.0156,0.0132,17416.6328
1992-04-27,0.5000,"500,000",0.4978,"497,768",0.5148,0.05881887896,-0.0357,0.0171,16994.4809
1992-04-28,0.4933,"493,304",0.4844,"484,375",0.5088,0,-0.0290,0.0244,19173.1434
1992-04-29,0.4844,"484,375",0.5089,"508,929",0.5027,0,-0.0223,0.0062,16720.2752
1992-04-30,0.5112,"511,161",0.5368,"536,830",0.5030,0.8148271056,0.0067,0.0338,17053.9097
1992-05-01,0.5357,"535,714",0.5290,"529,018",0.5080,1,0.0223,0.0210,13809.2923
1992-05-04,0.5313,"531,250",0.5402,"540,179",0.5100,0.8510723477,0.0201,0.0301,11527.9229
1992-05-05,0.5402,"540,179",0.5402,"540,179",0.5145,1,0.0357,0.0257,9874.9195
1992-05-06,0.5424,"542,411",0.5513,"551,339",0.5196,1,0.0424,0.0317,9189.4877
1992-05-07,0.5491,"549,107",0.5424,"542,411",0.5273,1,0.0670,0.0151,8534.1777
1992-05-08,0.5491,"549,107",0.5536,"553,571",0.5356,0.7894836124,0.0335,0.0180,9157.9092
1992-05-11,0.5536,"553,571",0.5558,"555,804",0.5419,1,0.0167,0.0139,8644.1678
1992-05-12,0.5558,"555,804",0.5558,"555,804",0.5446,1,0.0268,0.0112,9799.9820
1992-05-13,0.5580,"558,036",0.5603,"560,268",0.5485,1,0.0156,0.0118,10538.2584
1992-05-14,0.5603,"560,268",0.5480,"547,991",0.5513,1,0.0201,0.0033,12118.1382
1992-05-15,0.5446,"544,643",0.5413,"541,295",0.5525,0.3124824999,-0.0033,0.0112,14722.3099
1992-05-18,0.5491,"549,107",0.5391,"539,063",0.5510,0,-0.0011,0.0120,18258.0833
1992-05-19,0.5424,"542,411",0.5301,"530,134",0.5505,0,-0.0145,0.0204,18957.7346
1992-05-20,0.5335,"533,482",0.5357,"535,714",0.5472,0,-0.0257,0.0115,18303.9308
1992-05-21,0.5379,"537,946",0.5279,"527,902",0.5443,0.1851728944,-0.0201,0.0164,18743.4174
1992-05-22,0.5268,"526,786",0.5313,"531,250",0.5403,0,-0.0324,0.0091,17475.4757
1992-05-26,0.5313,"531,250",0.5290,"529,018",0.5362,0.1666583703,-0.0167,0.0072,17901.8308
1992-05-27,0.5290,"529,018",0.5379,"537,946",0.5335,0.08332711118,-0.0123,0.0045,17034.1666
1992-05-28,0.5357,"535,714",0.5313,"531,250",0.5330,0.8999193621,-0.0011,0.0018,18426.0271
1992-05-29,0.5335,"533,482",0.5335,"533,482",0.5319,0.3333333333,0.0011,0.0016,21037.7816
1992-06-01,0.5112,"511,161",0.5134,"513,393",0.5324,0.5555555556,-0.0022,0.0190,28678.5463
1992-06-02,0.5134,"513,393",0.5045,"504,464",0.5292,0,-0.0145,0.0247,24915.0826
1992-06-03,0.5045,"504,464",0.4833,"483,259",0.5258,0,-0.0268,0.0426,21728.1504
1992-06-04,0.4844,"484,375",0.4866,"486,607",0.5190,0,-0.0458,0.0324,14352.8624
1992-06-05,0.4888,"488,839",0.4900,"489,955",0.5129,0.06122113116,-0.0513,0.0230,11358.9474
1992-06-08,0.4911,"491,071",0.4844,"484,375",0.5061,0.1333253689,-0.0413,0.0217,9776.8854
1992-06-09,0.4844,"484,375",0.4821,"482,143",0.4994,0.02222089481,-0.0491,0.0172,8481.2351
1992-06-10,0.4821,"482,143",0.4799,"479,911",0.4920,0,-0.0313,0.0121,7633.2198
1992-06-11,0.4799,"479,911",0.4810,"481,027",0.4872,0,-0.0246,0.0062,7857.4948
1992-06-12,0.4866,"486,607",0.4877,"487,723",0.4839,0.1111111111,-0.0022,0.0038,8733.8577
1992-06-15,0.4821,"482,143",0.4699,"469,866",0.4845,0.7777777778,0.0011,0.0147,11656.5260
1992-06-16,0.4621,"462,054",0.4397,"439,732",0.4821,0,-0.0201,0.0424,13678.9599
1992-06-17,0.4375,"437,500",0.4241,"424,107",0.4750,0,-0.0446,0.0509,11256.7752
1992-06-18,0.4241,"424,107",0.4040,"404,018",0.4664,0,-0.0580,0.0623,8863.6795
1992-06-19,0.4107,"410,714",0.3996,"399,554",0.4552,0,-0.0759,0.0556,6623.0532
1992-06-22,0.3929,"392,857",0.3951,"395,089",0.4437,0,-0.0815,0.0486,5265.1505
1992-06-23,0.4018,"401,786",0.4040,"404,018",0.4314,0,-0.0926,0.0274,4339.5201
1992-06-24,0.4063,"406,250",0.4107,"410,714",0.4195,0.1194083742,-0.0658,0.0088,3889.5466
1992-06-25,0.4152,"415,179",0.4074,"407,366",0.4110,0.34999888,-0.0290,0.0037,3887.1270
1992-06-26,0.4085,"408,482",0.4040,"404,018",0.4064,0.4230822248,-0.0167,0.0024,4422.0551
1992-06-29,0.4085,"408,482",0.4174,"417,411",0.4035,0.571456,0.0000,0.0139,5409.7772
1992-06-30,0.4174,"417,411",0.4286,"428,571",0.4055,1,0.0179,0.0231,7077.9261
1992-07-01,0.4286,"428,571",0.4375,"437,500",0.4096,1,0.0335,0.0279,8969.0686
1992-07-02,0.4375,"437,500",0.4129,"412,946",0.4157,1,0.0335,0.0027,10862.5137
1992-07-06,0.4152,"415,179",0.4129,"412,946",0.4169,0.2666507377,0.0022,0.0040,14162.3966
1992-07-07,0.4129,"412,946",0.3951,"395,089",0.4173,0.2666507377,0.0056,0.0222,15046.3128
1992-07-08,0.3929,"392,857",0.4085,"408,482",0.4155,0,-0.0089,0.0070,12100.7538
1992-07-09,0.4107,"410,714",0.4096,"409,598",0.4161,0.3157907147,-0.0089,0.0065,11563.2058
